,R-squared,Adjusted R-squared,Number of Variables,Predictor_1,Predictor_2,Predictor_3
568,0.30481155353554235,0.15584260072173006,3,SWDI delta imports,SWDI colorado,log_SWDI colorado
569,0.38223470852299035,0.24985643177791694,3,SWDI delta imports,SWDI colorado,log_SWDI MEA
570,0.323038725429558,0.17797559516446337,3,SWDI delta imports,SWDI colorado,log_SWDI PWL
571,0.34401396298739295,0.2034455264846915,3,SWDI delta imports,SWDI colorado,log_SWDI SL
572,0.3092928167550659,0.16128413463115154,3,SWDI delta imports,SWDI colorado,log_gw elevation indicator
573,0.6571470995630638,0.583678620898006,3,SWDI delta imports,SWDI colorado,log_gw pumping intensity
574,0.33114573882339204,0.18781982571411893,3,SWDI delta imports,SWDI MEA,SWDI PWL
575,0.4034155028575128,0.2755759677555514,3,SWDI delta imports,SWDI MEA,SWDI SL
576,0.3301095887755644,0.18656164351318538,3,SWDI delta imports,SWDI MEA,gw elevation indicator
577,0.58254230822399,0.4930870885577022,3,SWDI delta imports,SWDI MEA,gw pumping intensity
578,0.35481980861002094,0.21656691045502552,3,SWDI delta imports,SWDI MEA,exp_SWDI SC
579,0.3694762184322814,0.23436397952491317,3,SWDI delta imports,SWDI MEA,exp_SWDI delta imports
580,0.3399676926957734,0.19853219827343926,3,SWDI delta imports,SWDI MEA,exp_SWDI colorado
581,0.3459711293119707,0.20582208559310733,3,SWDI delta imports,SWDI MEA,exp_SWDI MEA
582,0.3302810496016054,0.1867698459448066,3,SWDI delta imports,SWDI MEA,exp_SWDI PWL
583,0.38486587988570087,0.253051425575494,3,SWDI delta imports,SWDI MEA,exp_SWDI SL
584,0.3323962040255958,0.18933824774536634,3,SWDI delta imports,SWDI MEA,exp_gw elevation indicator
585,0.5231895651206084,0.42101590050359605,3,SWDI delta imports,SWDI MEA,exp_gw pumping intensity
586,0.43708703228399626,0.3164628249162812,3,SWDI delta imports,SWDI MEA,log_SWDI SC
587,0.3311002057686928,0.18776453557626993,3,SWDI delta imports,SWDI MEA,log_SWDI delta imports
588,0.33430017575635795,0.1916502134184347,3,SWDI delta imports,SWDI MEA,log_SWDI colorado
589,0.3796378130675553,0.24670305872488862,3,SWDI delta imports,SWDI MEA,log_SWDI MEA
590,0.34310118561654057,0.20233715396294216,3,SWDI delta imports,SWDI MEA,log_SWDI PWL
591,0.3503783243463231,0.2111736795633924,3,SWDI delta imports,SWDI MEA,log_SWDI SL
592,0.32989927027577726,0.18630625676344392,3,SWDI delta imports,SWDI MEA,log_gw elevation indicator
593,0.6470178677440649,0.5713788394035074,3,SWDI delta imports,SWDI MEA,log_gw pumping intensity
594,0.2191413318465666,0.05181447438511666,3,SWDI delta imports,SWDI PWL,SWDI SL
595,0.11615551213193287,-0.07323973526836713,3,SWDI delta imports,SWDI PWL,gw elevation indicator
596,0.5439380826661134,0.4462105289517092,3,SWDI delta imports,SWDI PWL,gw pumping intensity
597,0.1935677147122723,0.020760796436330775,3,SWDI delta imports,SWDI PWL,exp_SWDI SC
598,0.12149667437895728,-0.06675403825412318,3,SWDI delta imports,SWDI PWL,exp_SWDI delta imports
599,0.3603942012709097,0.2233358158289619,3,SWDI delta imports,SWDI PWL,exp_SWDI colorado
600,0.29804584325351213,0.14762709537926477,3,SWDI delta imports,SWDI PWL,exp_SWDI MEA
601,0.1269187080628955,-0.06017014020934108,3,SWDI delta imports,SWDI PWL,exp_SWDI PWL
602,0.20367572768348363,0.03303481218708737,3,SWDI delta imports,SWDI PWL,exp_SWDI SL
603,0.11674748363523713,-0.07252091272864059,3,SWDI delta imports,SWDI PWL,exp_gw elevation indicator
604,0.4719446940640116,0.358789985649157,3,SWDI delta imports,SWDI PWL,exp_gw pumping intensity
605,0.35785312909343914,0.22025022818489048,3,SWDI delta imports,SWDI PWL,log_SWDI SC
606,0.11946799256669283,-0.06921743759758714,3,SWDI delta imports,SWDI PWL,log_SWDI delta imports
607,0.3138219255871887,0.1667837667844435,3,SWDI delta imports,SWDI PWL,log_SWDI colorado
608,0.3795193463826544,0.24655920632179462,3,SWDI delta imports,SWDI PWL,log_SWDI MEA
609,0.12959635750240317,-0.056918708747081714,3,SWDI delta imports,SWDI PWL,log_SWDI PWL
610,0.133721356008225,-0.051909781990012505,3,SWDI delta imports,SWDI PWL,log_SWDI SL
611,0.12644463663263739,-0.060745798374654436,3,SWDI delta imports,SWDI PWL,log_gw elevation indicator
612,0.6119515496713787,0.5287983103152456,3,SWDI delta imports,SWDI PWL,log_gw pumping intensity
613,0.20772179150818826,0.03794788968851437,3,SWDI delta imports,SWDI SL,gw elevation indicator
614,0.6181446099292408,0.5363184549140781,3,SWDI delta imports,SWDI SL,gw pumping intensity
615,0.24319739120412887,0.08102540360501365,3,SWDI delta imports,SWDI SL,exp_SWDI SC
616,0.2148558026058689,0.04661061744998374,3,SWDI delta imports,SWDI SL,exp_SWDI delta imports
617,0.37761627192450786,0.24424833019404535,3,SWDI delta imports,SWDI SL,exp_SWDI colorado
618,0.3768911323348315,0.24336780354943832,3,SWDI delta imports,SWDI SL,exp_SWDI MEA
619,0.22478913328892025,0.05867251899368897,3,SWDI delta imports,SWDI SL,exp_SWDI PWL
620,0.21211150194152473,0.04327825235756577,3,SWDI delta imports,SWDI SL,exp_SWDI SL
621,0.20896533450178445,0.0394579061807383,3,SWDI delta imports,SWDI SL,exp_gw elevation indicator
622,0.5009242133846701,0.39397940196709946,3,SWDI delta imports,SWDI SL,exp_gw pumping intensity
623,0.44181910376417555,0.32220891171364174,3,SWDI delta imports,SWDI SL,log_SWDI SC
624,0.21912341898858279,0.05179272305756488,3,SWDI delta imports,SWDI SL,log_SWDI delta imports
625,0.3740424355220925,0.2399086717053981,3,SWDI delta imports,SWDI SL,log_SWDI colorado
626,0.4515916778484409,0.334075608815964,3,SWDI delta imports,SWDI SL,log_SWDI MEA
627,0.21841024914641616,0.05092673110636259,3,SWDI delta imports,SWDI SL,log_SWDI PWL
628,0.23855898152202004,0.07539304899102439,3,SWDI delta imports,SWDI SL,log_SWDI SL
629,0.2161803983506374,0.04821905514005975,3,SWDI delta imports,SWDI SL,log_gw elevation indicator
630,0.6548024547110108,0.5808315521490846,3,SWDI delta imports,SWDI SL,log_gw pumping intensity
631,0.5743754570856054,0.48317019788966376,3,SWDI delta imports,gw elevation indicator,gw pumping intensity
632,0.21443615441626107,0.0461010446483171,3,SWDI delta imports,gw elevation indicator,exp_SWDI SC
633,0.11133652462237797,-0.07909136295854102,3,SWDI delta imports,gw elevation indicator,exp_SWDI delta imports
634,0.30487876486748344,0.15592421448194427,3,SWDI delta imports,gw elevation indicator,exp_SWDI colorado
635,0.2981745950157364,0.14778343680482287,3,SWDI delta imports,gw elevation indicator,exp_SWDI MEA
636,0.11962123215300502,-0.06903136095706519,3,SWDI delta imports,gw elevation indicator,exp_SWDI PWL
637,0.21091671587604022,0.04182744070662037,3,SWDI delta imports,gw elevation indicator,exp_SWDI SL
638,0.16990754767227045,-0.00796940639795718,3,SWDI delta imports,gw elevation indicator,exp_gw elevation indicator
639,0.5170027646650064,0.41350335709322206,3,SWDI delta imports,gw elevation indicator,exp_gw pumping intensity
640,0.3593815280948238,0.22210614125800043,3,SWDI delta imports,gw elevation indicator,log_SWDI SC
641,0.11795110847034107,-0.07105936828601433,3,SWDI delta imports,gw elevation indicator,log_SWDI delta imports
642,0.28649754192973387,0.133604158057534,3,SWDI delta imports,gw elevation indicator,log_SWDI colorado
643,0.3947815295801401,0.2650918573473131,3,SWDI delta imports,gw elevation indicator,log_SWDI MEA
644,0.12286813375663697,-0.06508869472408363,3,SWDI delta imports,gw elevation indicator,log_SWDI PWL
645,0.11884676641976544,-0.06997178363314194,3,SWDI delta imports,gw elevation indicator,log_SWDI SL
646,0.24109430433008538,0.07847165525796085,3,SWDI delta imports,gw elevation indicator,log_gw elevation indicator
647,0.5988912145658568,0.5129393319728262,3,SWDI delta imports,gw elevation indicator,log_gw pumping intensity
648,0.5791787089020051,0.4890027179524348,3,SWDI delta imports,gw pumping intensity,exp_SWDI SC
649,0.5753915883294178,0.4844040715428646,3,SWDI delta imports,gw pumping intensity,exp_SWDI delta imports
650,0.5664960116475509,0.4736022998577405,3,SWDI delta imports,gw pumping intensity,exp_SWDI colorado
651,0.5677926487686491,0.47517678779050254,3,SWDI delta imports,gw pumping intensity,exp_SWDI MEA
652,0.5452207079710254,0.44776800253624516,3,SWDI delta imports,gw pumping intensity,exp_SWDI PWL
653,0.6196563379410982,0.5381541246427621,3,SWDI delta imports,gw pumping intensity,exp_SWDI SL
654,0.5570708501722504,0.462157460923447,3,SWDI delta imports,gw pumping intensity,exp_gw elevation indicator
655,0.5486217061070597,0.45189778598714403,3,SWDI delta imports,gw pumping intensity,exp_gw pumping intensity
656,0.6575185551040152,0.5841296740548757,3,SWDI delta imports,gw pumping intensity,log_SWDI SC
657,0.5452210043265323,0.4477683623965035,3,SWDI delta imports,gw pumping intensity,log_SWDI delta imports
658,0.5695108629288536,0.4772631906993222,3,SWDI delta imports,gw pumping intensity,log_SWDI colorado
659,0.6354627199441937,0.5573475885036638,3,SWDI delta imports,gw pumping intensity,log_SWDI MEA
660,0.5436310606501875,0.4458377165037992,3,SWDI delta imports,gw pumping intensity,log_SWDI PWL
661,0.558474447120441,0.4638618286462499,3,SWDI delta imports,gw pumping intensity,log_SWDI SL
662,0.6019026466247641,0.5165960709014994,3,SWDI delta imports,gw pumping intensity,log_gw elevation indicator
663,0.5990467332331189,0.5131281760687872,3,SWDI delta imports,gw pumping intensity,log_gw pumping intensity
664,0.1869384158662537,0.012710933551879577,3,SWDI delta imports,exp_SWDI SC,exp_SWDI delta imports
665,0.3533949662652096,0.21483674475061176,3,SWDI delta imports,exp_SWDI SC,exp_SWDI colorado
666,0.3374352287799869,0.19545706351855552,3,SWDI delta imports,exp_SWDI SC,exp_SWDI MEA
667,0.1994014973731545,0.027844675381687667,3,SWDI delta imports,exp_SWDI SC,exp_SWDI PWL
668,0.24296581068938916,0.0807441986942583,3,SWDI delta imports,exp_SWDI SC,exp_SWDI SL
669,0.23058189072402513,0.06570658159345921,3,SWDI delta imports,exp_SWDI SC,exp_gw elevation indicator
670,0.5056618675848852,0.3997322677816464,3,SWDI delta imports,exp_SWDI SC,exp_gw pumping intensity
671,0.3565904956765825,0.2187170304644217,3,SWDI delta imports,exp_SWDI SC,log_SWDI SC
672,0.18803169820747112,0.01403849068050067,3,SWDI delta imports,exp_SWDI SC,log_SWDI delta imports
673,0.32841411037666146,0.18450284831451758,3,SWDI delta imports,exp_SWDI SC,log_SWDI colorado
674,0.3876099647993736,0.25638352868495373,3,SWDI delta imports,exp_SWDI SC,log_SWDI MEA
675,0.19727158750532714,0.025258356256468772,3,SWDI delta imports,exp_SWDI SC,log_SWDI PWL
676,0.18693826190504936,0.012710746598988631,3,SWDI delta imports,exp_SWDI SC,log_SWDI SL
677,0.19015965212155594,0.016622434719032242,3,SWDI delta imports,exp_SWDI SC,log_gw elevation indicator
678,0.6259799656086773,0.5458328153819654,3,SWDI delta imports,exp_SWDI SC,log_gw pumping intensity
679,0.3387814544451043,0.19709176611191248,3,SWDI delta imports,exp_SWDI delta imports,exp_SWDI colorado
680,0.3340037011232273,0.19129020850677603,3,SWDI delta imports,exp_SWDI delta imports,exp_SWDI MEA
681,0.1254992959124286,-0.06189371210633654,3,SWDI delta imports,exp_SWDI delta imports,exp_SWDI PWL
682,0.25372005272932896,0.09380292117132805,3,SWDI delta imports,exp_SWDI delta imports,exp_SWDI SL
683,0.11728031863709965,-0.07187389879780759,3,SWDI delta imports,exp_SWDI delta imports,exp_gw elevation indicator
684,0.5060428955516418,0.4001949445984223,3,SWDI delta imports,exp_SWDI delta imports,exp_gw pumping intensity
685,0.4822688341463295,0.3713264414634001,3,SWDI delta imports,exp_SWDI delta imports,log_SWDI SC
686,0.17679276948085731,0.00039122008389824714,3,SWDI delta imports,exp_SWDI delta imports,log_SWDI delta imports
687,0.3213036318844774,0.17586869585972265,3,SWDI delta imports,exp_SWDI delta imports,log_SWDI colorado
688,0.4141968828643965,0.28866764347819585,3,SWDI delta imports,exp_SWDI delta imports,log_SWDI MEA
689,0.12828849512874618,-0.0585068273436653,3,SWDI delta imports,exp_SWDI delta imports,log_SWDI PWL
690,0.11903424360311365,-0.06974413276764757,3,SWDI delta imports,exp_SWDI delta imports,log_SWDI SL
691,0.11924149235512593,-0.06949247356877564,3,SWDI delta imports,exp_SWDI delta imports,log_gw elevation indicator
692,0.6136311594786938,0.5308378365098425,3,SWDI delta imports,exp_SWDI delta imports,log_gw pumping intensity
693,0.31677039871592416,0.17036405558362222,3,SWDI delta imports,exp_SWDI colorado,exp_SWDI MEA
694,0.36837398925575804,0.23302555838199202,3,SWDI delta imports,exp_SWDI colorado,exp_SWDI PWL
695,0.34092738175293735,0.19969753498570975,3,SWDI delta imports,exp_SWDI colorado,exp_SWDI SL
696,0.30295640209133423,0.15358991682519163,3,SWDI delta imports,exp_SWDI colorado,exp_gw elevation indicator
697,0.49224479746813576,0.3834401112113077,3,SWDI delta imports,exp_SWDI colorado,exp_gw pumping intensity
698,0.4517678787089018,0.3342895670036665,3,SWDI delta imports,exp_SWDI colorado,log_SWDI SC
699,0.3057735056319538,0.15701068541022967,3,SWDI delta imports,exp_SWDI colorado,log_SWDI delta imports
700,0.30935005158796414,0.16135363407109937,3,SWDI delta imports,exp_SWDI colorado,log_SWDI colorado
701,0.3894049144776983,0.25856311043720515,3,SWDI delta imports,exp_SWDI colorado,log_SWDI MEA
702,0.3223931938514314,0.17719173539102395,3,SWDI delta imports,exp_SWDI colorado,log_SWDI PWL
703,0.3340133581059188,0.19130193484290148,3,SWDI delta imports,exp_SWDI colorado,log_SWDI SL
704,0.31308401801186836,0.16588773615726882,3,SWDI delta imports,exp_SWDI colorado,log_gw elevation indicator
705,0.6565946916780026,0.5830078398947174,3,SWDI delta imports,exp_SWDI colorado,log_gw pumping intensity
706,0.2973420306661253,0.1467724658088665,3,SWDI delta imports,exp_SWDI MEA,exp_SWDI PWL
707,0.35747898509977605,0.2197959104782995,3,SWDI delta imports,exp_SWDI MEA,exp_SWDI SL
708,0.2970643316890924,0.14643525990818373,3,SWDI delta imports,exp_SWDI MEA,exp_gw elevation indicator
709,0.5048401007696036,0.3987344080773758,3,SWDI delta imports,exp_SWDI MEA,exp_gw pumping intensity
710,0.4366071758829978,0.31588014214364024,3,SWDI delta imports,exp_SWDI MEA,log_SWDI SC
711,0.29764490522791087,0.14714024206246323,3,SWDI delta imports,exp_SWDI MEA,log_SWDI delta imports
712,0.3173875648601049,0.17111347161584167,3,SWDI delta imports,exp_SWDI MEA,log_SWDI colorado
713,0.37862575512131436,0.24547413121873896,3,SWDI delta imports,exp_SWDI MEA,log_SWDI MEA
714,0.30866183105938816,0.16051793771497136,3,SWDI delta imports,exp_SWDI MEA,log_SWDI PWL
715,0.31716794287864314,0.17084678778120954,3,SWDI delta imports,exp_SWDI MEA,log_SWDI SL
716,0.30425128615469843,0.155162276044991,3,SWDI delta imports,exp_SWDI MEA,log_gw elevation indicator
717,0.6371792894958788,0.5594319943878527,3,SWDI delta imports,exp_SWDI MEA,log_gw pumping intensity
718,0.206421813729472,0.03636934524293034,3,SWDI delta imports,exp_SWDI PWL,exp_SWDI SL
719,0.1202580967548087,-0.0682580253691607,3,SWDI delta imports,exp_SWDI PWL,exp_gw elevation indicator
720,0.4712919175350667,0.3579973284354382,3,SWDI delta imports,exp_SWDI PWL,exp_gw pumping intensity
721,0.35961758055931514,0.22239277639345412,3,SWDI delta imports,exp_SWDI PWL,log_SWDI SC
722,0.1225871300271989,-0.06542991353840133,3,SWDI delta imports,exp_SWDI PWL,log_SWDI delta imports
723,0.30862398072667785,0.16047197659668033,3,SWDI delta imports,exp_SWDI PWL,log_SWDI colorado
724,0.37897347355209876,0.2458963607418343,3,SWDI delta imports,exp_SWDI PWL,log_SWDI MEA
725,0.12188384555776621,-0.06628390182271238,3,SWDI delta imports,exp_SWDI PWL,log_SWDI PWL
726,0.13798857983685553,-0.0467281530552468,3,SWDI delta imports,exp_SWDI PWL,log_SWDI SL
727,0.12974502971418067,-0.05673817820420912,3,SWDI delta imports,exp_SWDI PWL,log_gw elevation indicator
728,0.6127479342211104,0.5297653486970626,3,SWDI delta imports,exp_SWDI PWL,log_gw pumping intensity
729,0.20508474815051003,0.03474576561133369,3,SWDI delta imports,exp_SWDI SL,exp_gw elevation indicator
730,0.5491593706184466,0.45255066432239943,3,SWDI delta imports,exp_SWDI SL,exp_gw pumping intensity
731,0.38448072896294183,0.25258374231214376,3,SWDI delta imports,exp_SWDI SL,log_SWDI SC
732,0.20360600597932665,0.03295015011775382,3,SWDI delta imports,exp_SWDI SL,log_SWDI delta imports
733,0.333700656249186,0.19092222544544024,3,SWDI delta imports,exp_SWDI SL,log_SWDI colorado
734,0.4344277832406529,0.31323373679222144,3,SWDI delta imports,exp_SWDI SL,log_SWDI MEA
735,0.2034179206140957,0.03272176074568767,3,SWDI delta imports,exp_SWDI SL,log_SWDI PWL
736,0.20286337865799275,0.0320483883704199,3,SWDI delta imports,exp_SWDI SL,log_SWDI SL
737,0.22687625078092133,0.061206875948261685,3,SWDI delta imports,exp_SWDI SL,log_gw elevation indicator
738,0.6160196220656857,0.5337381125083327,3,SWDI delta imports,exp_SWDI SL,log_gw pumping intensity
739,0.4918089687268119,0.382910890596843,3,SWDI delta imports,exp_gw elevation indicator,exp_gw pumping intensity
740,0.35849189867919384,0.22102587696759257,3,SWDI delta imports,exp_gw elevation indicator,log_SWDI SC
741,0.11544102269275935,-0.07410732958736355,3,SWDI delta imports,exp_gw elevation indicator,log_SWDI delta imports
742,0.2909409239976116,0.1389996934256713,3,SWDI delta imports,exp_gw elevation indicator,log_SWDI colorado
743,0.3952715183486245,0.26568684370904405,3,SWDI delta imports,exp_gw elevation indicator,log_SWDI MEA
744,0.12274063150879777,-0.06524351888217406,3,SWDI delta imports,exp_gw elevation indicator,log_SWDI PWL
745,0.12365220102177665,-0.06413661304498541,3,SWDI delta imports,exp_gw elevation indicator,log_SWDI SL
746,0.2034370375139276,0.03274497412405508,3,SWDI delta imports,exp_gw elevation indicator,log_gw elevation indicator
747,0.5965115821444436,0.5100497783182529,3,SWDI delta imports,exp_gw elevation indicator,log_gw pumping intensity
748,0.6000244853948156,0.5143154465508475,3,SWDI delta imports,exp_gw pumping intensity,log_SWDI SC
749,0.47570809188172736,0.36335982585638327,3,SWDI delta imports,exp_gw pumping intensity,log_SWDI delta imports
750,0.4939915103403266,0.3855611196989681,3,SWDI delta imports,exp_gw pumping intensity,log_SWDI colorado
751,0.5829083696315878,0.4935315916954994,3,SWDI delta imports,exp_gw pumping intensity,log_SWDI MEA
752,0.47425162248651276,0.3615912558764798,3,SWDI delta imports,exp_gw pumping intensity,log_SWDI PWL
753,0.4738081468392471,0.36105274973337154,3,SWDI delta imports,exp_gw pumping intensity,log_SWDI SL
754,0.5543268518646605,0.45882546297851634,3,SWDI delta imports,exp_gw pumping intensity,log_gw elevation indicator
755,0.6097968605143623,0.5261819020531543,3,SWDI delta imports,exp_gw pumping intensity,log_gw pumping intensity
756,0.45026000929758525,0.3324585827184964,3,SWDI delta imports,log_SWDI SC,log_SWDI delta imports
757,0.40833778040723556,0.281553019065929,3,SWDI delta imports,log_SWDI SC,log_SWDI colorado
758,0.4422436960493932,0.32272448805997744,3,SWDI delta imports,log_SWDI SC,log_SWDI MEA
759,0.3619952864976793,0.22527999074718208,3,SWDI delta imports,log_SWDI SC,log_SWDI PWL
760,0.4791350591672371,0.36752114327450225,3,SWDI delta imports,log_SWDI SC,log_SWDI SL
761,0.35750134365763675,0.21982306015570185,3,SWDI delta imports,log_SWDI SC,log_gw elevation indicator
762,0.6870216396079214,0.6199548480953332,3,SWDI delta imports,log_SWDI SC,log_gw pumping intensity
763,0.29291697691572416,0.14139918625480796,3,SWDI delta imports,log_SWDI delta imports,log_SWDI colorado
764,0.37893031310138137,0.24584395162310602,3,SWDI delta imports,log_SWDI delta imports,log_SWDI MEA
765,0.12464520298818182,-0.0629308249429219,3,SWDI delta imports,log_SWDI delta imports,log_SWDI PWL
766,0.1700150067918288,-0.007838920324207743,3,SWDI delta imports,log_SWDI delta imports,log_SWDI SL
767,0.13100466131377997,-0.05520862554755279,3,SWDI delta imports,log_SWDI delta imports,log_gw elevation indicator
768,0.5961153581353573,0.5095686491643625,3,SWDI delta imports,log_SWDI delta imports,log_gw pumping intensity
769,0.3785583600203849,0.24539229431046738,3,SWDI delta imports,log_SWDI colorado,log_SWDI MEA
770,0.29485412811908274,0.14375144128745765,3,SWDI delta imports,log_SWDI colorado,log_SWDI PWL
771,0.3317298056443623,0.18852904971101136,3,SWDI delta imports,log_SWDI colorado,log_SWDI SL
772,0.28660510862860433,0.1337347747633053,3,SWDI delta imports,log_SWDI colorado,log_gw elevation indicator
773,0.6518307649482364,0.5772230717228586,3,SWDI delta imports,log_SWDI colorado,log_gw pumping intensity
774,0.39040876582514683,0.2597820727876784,3,SWDI delta imports,log_SWDI MEA,log_SWDI PWL
775,0.3952624548711985,0.265675838057884,3,SWDI delta imports,log_SWDI MEA,log_SWDI SL
776,0.3907429378984393,0.26018785316239057,3,SWDI delta imports,log_SWDI MEA,log_gw elevation indicator
777,0.6817676446059424,0.6135749970215015,3,SWDI delta imports,log_SWDI MEA,log_gw pumping intensity
778,0.14027679503119128,-0.04394960603355336,3,SWDI delta imports,log_SWDI PWL,log_SWDI SL
779,0.13410226067680464,-0.05144725489245139,3,SWDI delta imports,log_SWDI PWL,log_gw elevation indicator
780,0.6147709632360028,0.5322218839294319,3,SWDI delta imports,log_SWDI PWL,log_gw pumping intensity
781,0.12534273535767104,-0.06208382135139945,3,SWDI delta imports,log_SWDI SL,log_gw elevation indicator
782,0.6305756309636161,0.5514132661701053,3,SWDI delta imports,log_SWDI SL,log_gw pumping intensity
783,0.6064708458352199,0.5221431699427671,3,SWDI delta imports,log_gw elevation indicator,log_gw pumping intensity
784,0.11375430219272498,-0.07615549019454826,3,SWDI colorado,SWDI MEA,SWDI PWL
785,0.4118976123829836,0.2858756721793373,3,SWDI colorado,SWDI MEA,SWDI SL
786,0.22430922320931124,0.058089771039878,3,SWDI colorado,SWDI MEA,gw elevation indicator
787,0.5793437122991358,0.4892030792203793,3,SWDI colorado,SWDI MEA,gw pumping intensity
788,0.19925688596952684,0.027669075820139777,3,SWDI colorado,SWDI MEA,exp_SWDI SC
789,0.2664264947972742,0.10923217225383308,3,SWDI colorado,SWDI MEA,exp_SWDI delta imports
790,0.13217284575040777,-0.05379011587450466,3,SWDI colorado,SWDI MEA,exp_SWDI colorado
791,0.12344403293036377,-0.06438938858455812,3,SWDI colorado,SWDI MEA,exp_SWDI MEA
792,0.10919604082374479,-0.0816905218568813,3,SWDI colorado,SWDI MEA,exp_SWDI PWL
793,0.3822464471521958,0.24987068582766636,3,SWDI colorado,SWDI MEA,exp_SWDI SL
794,0.24776680421738106,0.08657397654967713,3,SWDI colorado,SWDI MEA,exp_gw elevation indicator
795,0.5252561646230935,0.4235253427566137,3,SWDI colorado,SWDI MEA,exp_gw pumping intensity
796,0.12033583894766475,-0.06816362413497834,3,SWDI colorado,SWDI MEA,log_SWDI SC
797,0.3281166134559047,0.18414160205359864,3,SWDI colorado,SWDI MEA,log_SWDI delta imports
798,0.11194090138991275,-0.07835747688367722,3,SWDI colorado,SWDI MEA,log_SWDI colorado
799,0.14755664152493975,-0.035109792434001585,3,SWDI colorado,SWDI MEA,log_SWDI MEA
800,0.23584278298750017,0.07209480791339318,3,SWDI colorado,SWDI MEA,log_SWDI PWL
801,0.34640531226809435,0.20634930775411464,3,SWDI colorado,SWDI MEA,log_SWDI SL
802,0.19149142107479955,0.0182395827336852,3,SWDI colorado,SWDI MEA,log_gw elevation indicator
803,0.6587805446936656,0.5856620899851654,3,SWDI colorado,SWDI MEA,log_gw pumping intensity
804,0.41817039990592064,0.2934926284571894,3,SWDI colorado,SWDI PWL,SWDI SL
805,0.21693337494898524,0.049133383866625024,3,SWDI colorado,SWDI PWL,gw elevation indicator
806,0.5753771155695033,0.48438649747725404,3,SWDI colorado,SWDI PWL,gw pumping intensity
807,0.19261428668168756,0.019603062399192073,3,SWDI colorado,SWDI PWL,exp_SWDI SC
808,0.28276512757952543,0.129071940632281,3,SWDI colorado,SWDI PWL,exp_SWDI delta imports
809,0.12951527643281502,-0.05701716433158177,3,SWDI colorado,SWDI PWL,exp_SWDI colorado
810,0.09726569406250274,-0.0961773714955323,3,SWDI colorado,SWDI PWL,exp_SWDI MEA
811,0.10353429941694792,-0.08856549356513455,3,SWDI colorado,SWDI PWL,exp_SWDI PWL
812,0.3900569213606886,0.2593548330808362,3,SWDI colorado,SWDI PWL,exp_SWDI SL
813,0.2459317972645383,0.08434575382122511,3,SWDI colorado,SWDI PWL,exp_gw elevation indicator
814,0.5137424538552493,0.4095444082528028,3,SWDI colorado,SWDI PWL,exp_gw pumping intensity
815,0.10710152616257407,-0.08423386108830289,3,SWDI colorado,SWDI PWL,log_SWDI SC
816,0.33672211776453165,0.19459114299978852,3,SWDI colorado,SWDI PWL,log_SWDI delta imports
817,0.10041193449620667,-0.09235693668317757,3,SWDI colorado,SWDI PWL,log_SWDI colorado
818,0.1506033061069041,-0.031410271155902114,3,SWDI colorado,SWDI PWL,log_SWDI MEA
819,0.20373982256712864,0.03311264168865624,3,SWDI colorado,SWDI PWL,log_SWDI PWL
820,0.3490302810207161,0.20953676981086955,3,SWDI colorado,SWDI PWL,log_SWDI SL
821,0.17921297525661561,0.0033300413830332776,3,SWDI colorado,SWDI PWL,log_gw elevation indicator
822,0.6590387080051692,0.5859755740062769,3,SWDI colorado,SWDI PWL,log_gw pumping intensity
823,0.38439085352483127,0.25247460785158093,3,SWDI colorado,SWDI SL,gw elevation indicator
824,0.6084410005240487,0.5245355006363449,3,SWDI colorado,SWDI SL,gw pumping intensity
825,0.3962909036275283,0.2669246686905701,3,SWDI colorado,SWDI SL,exp_SWDI SC
826,0.3997455060929437,0.27111954311286024,3,SWDI colorado,SWDI SL,exp_SWDI delta imports
827,0.38446138523742046,0.25256025350258204,3,SWDI colorado,SWDI SL,exp_SWDI colorado
828,0.3973122770286044,0.2681649078204482,3,SWDI colorado,SWDI SL,exp_SWDI MEA
829,0.41555956813481765,0.29032233273513575,3,SWDI colorado,SWDI SL,exp_SWDI PWL
830,0.39526677127660703,0.26568107940730856,3,SWDI colorado,SWDI SL,exp_SWDI SL
831,0.38484676934843765,0.25302821992310287,3,SWDI colorado,SWDI SL,exp_gw elevation indicator
832,0.5034471405663988,0.3970429564020558,3,SWDI colorado,SWDI SL,exp_gw pumping intensity
833,0.4908479851930747,0.38174398202016224,3,SWDI colorado,SWDI SL,log_SWDI SC
834,0.3846718615217397,0.25281583184782686,3,SWDI colorado,SWDI SL,log_SWDI delta imports
835,0.38473512364492557,0.25289265014026685,3,SWDI colorado,SWDI SL,log_SWDI colorado
836,0.45487854922709325,0.3380668097757561,3,SWDI colorado,SWDI SL,log_SWDI MEA
837,0.4027087742273352,0.27471779727604995,3,SWDI colorado,SWDI SL,log_SWDI PWL
838,0.3847103396257554,0.2528625552598459,3,SWDI colorado,SWDI SL,log_SWDI SL
839,0.388065566979663,0.25693675990387654,3,SWDI colorado,SWDI SL,log_gw elevation indicator
840,0.6732883643253351,0.6032787281093355,3,SWDI colorado,SWDI SL,log_gw pumping intensity
841,0.5922491216084285,0.5048739333816632,3,SWDI colorado,gw elevation indicator,gw pumping intensity
842,0.18168965851383534,0.006337442481085809,3,SWDI colorado,gw elevation indicator,exp_SWDI SC
843,0.23943546804743676,0.0764573540576019,3,SWDI colorado,gw elevation indicator,exp_SWDI delta imports
