site_datatype_id,site_id,datatype_id,site_metadata.site_id,site_metadata.site_name,site_metadata.site_common_name,site_metadata.description,site_metadata.elevation,site_metadata.lat,site_metadata.longi,site_metadata.db_site_code,site_metadata.objecttype_id,site_metadata.objecttype_name,site_metadata.basin_id,site_metadata.hydrologic_unit,site_metadata.river_mile,site_metadata.segment_no,site_metadata.state_id,site_metadata.state_code,site_metadata.usgs_id,site_metadata.nws_code,site_metadata.shef_code,site_metadata.scs_id,site_metadata.parent_objecttype_id,site_metadata.parent_site_id,datatype_metadata.datatype_id,datatype_metadata.datatype_name,datatype_metadata.datatype_common_name,datatype_metadata.physical_quantity_name,datatype_metadata.unit_id,datatype_metadata.unit_name,datatype_metadata.unit_common_name,datatype_metadata.allowable_intervals,datatype_metadata.agen_id,datatype_metadata.cmmnt,last_meas_date,last_meas_val
101658,100673,19,100673,Twin Lakes Spillway Release,TWSFAPCO,FryArk Accounting,,39.0748,-106.3806,ECO,9,,0,1.102E+11,0,0,6,,,,,,6,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
103378,100409,19,100409,"BIG THOMPSON RIVER ABOVE CANYON MOUTH AT CEDAR COVE, CO ",BTABCMCO,,,40.4149,-105.2505,ECO,9,,0,1.019E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
103380,100868,19,100868,Pueblo Res release to PBWW Pipeline,PBWW Pipeline,FryArk Accounting,,38.2684,-104.724,ECO,9,,0,1.102E+11,0,0,6,,,,,,6,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
103384,100869,19,100869,Colorado River at K Barger Ditch Near Kremmling,COLKBDCO,Gauge is on the left bank of the Colorado River 150 yards upstream of the intersection of County Road 39 and the Colorado River,,40.0536304,-106.2880308,ECO,9,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
103386,100871,19,100871,Colorado River Near Hot Sulphur Springs,COLSULCO,Gauge is on the left bank of the Colorado River approx. 0.75 mile upstream of the town of Hot Sulphur Springs,,40.0834706,-106.087925,ECO,9,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
103387,100872,19,100872,Colorado River Near Parshall below W.F. Confluence,COLPARCO,Gauge is on the left bank of the Colorado River .05 mile downstream of the confluence of the Williams Fork and Colorado Rivers in the Colorado Parks and Wildlife fishing area (Breeze Pond),,40.0629196,-106.192575,ECO,9,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
103394,100874,19,100874,Willow Creek above Willow Creek Reservoir,WILABVCO,Gauge is on Willow Creek on the right bank approx. 0.2 miles upstream from Willow Creek Reservoir,8135.07,40.1558167,-105.980416,ECO,9,,0,1.401E+11,0,0,6,,09020500 ,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
103396,100870,19,100870,Colorado River at Grand Lake (North Fork),COLGRAND,Gauge is on the left bank of the Colorado River approx. 200 yards upstream of where it enters Shadow Mountain Reservoir,8380,40.2190256,-105.857668,ECO,9,,0,1.401E+11,0,0,6,,09011000 ,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
103599,100956,19,100956,"GRAND LAKE OUTLET BLW CHIPMUNK LN AT GRAND LK, CO",COLGLOCO,,8365,40.2461111,-105.8288333,ECO,9,,0,1.401E+11,0,0,6,,09014050,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104625,101761,19,101761,Hunter Creek at Aspen,HUNATACO,,7840,39.1969,-106.8189,ECO,9,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104651,101769,19,101769,CHAPMAN GULCH NEAR NAST,CHAGULCO,,,39.26417,106.6317,ECO,9,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104652,101772,19,101772,FRYINGPAN RIVER NEAR IVANHOE LAKE,FRYIVLCO,,,39.245,106.5306,ECO,9,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104653,101770,19,101770,SOUTH FORK FRYINGPAN RIVER AT UPPER STATION NEAR NORRIE,FRYSFUCO,,,39.2389,106.59,ECO,9,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104667,101774,19,101774,"COLORADO RIVER BL SHADOW MOUNTAIN RESERVOIR, CO.",COLSMRCO,"COLORADO RIVER BL SHADOW MOUNTAIN RESERVOIR, CO.",8332,40.205194444444444,-105.8375611,ECO,9,,0,1.401E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104775,100385,19,100385,"BIG THOMPSON BL MORAINE PARK NR ESTES PARK, CO",BTBMORCO,,8005,40.35387292,-105.5841679,ECO,9,,0,1.019E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104788,101778,19,101778,"Apishapa River near Fowler, CO",APIFOWCO,"Apishapa River near Fowler, CO",4290,38.108439,-103.967562,ECO,9,,0,1.102E+11,0,0,6,,07119500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104789,101779,19,101779,"Arkansas River near Coolidge, KS",ARKCOOKS,"Arkansas River near Coolidge, KS",3331,38.02745,-102.011742,ECO,9,,0,1.103E+11,0,0,16,,07137500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104790,101782,19,101782,"Arkansas River near Granada, CO",ARKGRACO,"Arkansas River near Granada, CO",3480,38.095732,-102.31072,ECO,9,,0,1.102E+11,0,0,6,,07134180,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104791,101780,19,101780,"Big Sandy Creek near Lamar, CO",BIGLAMCO,"Big Sandy Creek near Lamar, CO",3545,38.114321,-102.48411,ECO,9,,0,1.102E+11,0,0,6,,07134100,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104792,101781,19,101781,"Crooked Arroyo near Swink, CO",CANSWKCO,"Crooked Arroyo near Swink, CO",4120,37.98227,-103.59825,ECO,9,,0,1.102E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104793,101783,19,101783,"Fountain Creek below Janitell Rd below Colorado Springs, CO",FOUJANCO,"Fountain Creek below Janitell Rd below Colorado Springs, CO",5840,38.80291,-104.79482,ECO,9,,0,1.102E+11,0,0,6,,07105530,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104794,101784,19,101784,Horse Creek at Highway 194  ,HRC194CO,Horse Creek at Highway 194  ,3983,38.08478,-103.35341,ECO,9,,0,1.102E+11,0,0,6,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104795,101785,19,101785,"Huerfano River near Boone, CO",HUEBOOCO,"Huerfano River near Boone, CO",4444,38.22505,-104.26083,ECO,9,,0,1.102E+11,0,0,6,,07116500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104796,101786,19,101786,"Monument Creek at Pikeview, CO",MONPIKCO,"Monument Creek at Pikeview, CO",6203,38.91779,-104.81814,ECO,9,,0,1.102E+11,0,0,6,,07104000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104797,101787,19,101787,"Timpas Creek at mouth near Swink, CO  ",TIMSWICO,"Timpas Creek at mouth near Swink, CO  ",4120,38.00307,-103.65561,ECO,9,,0,1.102E+11,0,0,6,,07121500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
104849,101804,19,101804,Clear Creek Above Clear Creek Reservoir,CCACCRCO,CCACCRCO - Clear Creek above Clear Creek Reservoir,8885,39.0180556,-106.2772222,ECO,9,,0,1.102E+11,0,0,6,,0708650,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1325,718,19,718,"WEBER - PROVO DIVERSION NEAR WOODLAND, UT",WEBER-PROVO NEAR WOODLAND,,6508,40.7156,-111.2773,UC,4,,0,1.60201E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1326,717,19,717,DUCHESNE TUNNEL OUTLET,DUCHESNE TUNNEL OUTLET,,8858,40.6288,-110.9036,UC,4,,0,1.406E+11,0,0,44,,,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1329,726,19,726,PROVO RIVER NR HAILSTONE UTAH,PROVO RIVER NR HAILSTONE UTAH,,6224,40.60079,-111.33157,UC,9,,5,1.60202E+11,0,0,0,,10155000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1330,729,19,729,"GUNNISON RIVER NEAR GRAND JUNCTION, CO","GUNNISON RIVER NEAR GRAND JUNCTION, CO",,4647,38.98332,-108.45064,UC,9,,11,1.402E+11,0,0,6,,09152500,GJNC2,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1332,731,19,731,"COLORADO RIVER NEAR CISCO, UT","COLORADO RIVER NEAR CISCO, UT",,4119,38.81054,-109.29345,UC,9,,10,1.403E+11,0,0,44,,09180500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1334,733,19,733,"GREEN RIVER NEAR GREEN RIVER, WY","GREEN RIVER NEAR GREEN RIVER, WY",,6071,41.51635,-109.44902,UC,9,,1,1.40401E+11,0,0,50,,09217000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1335,734,19,734,"GREEN RIVER NEAR GREENDALE, UT","GREEN RIVER NEAR GREENDALE, UT",,5619,40.90833,-109.42222,UC,9,,1,1.40401E+11,0,0,44,,09234500,,,,9,734,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1336,735,19,735,"YAMPA RIVER NEAR MAYBELL, CO","YAMPA RIVER NEAR MAYBELL, CO",,5916,40.50275,-108.03342,UC,9,,3,1.405E+11,0,0,6,,09251000,,,,9,735,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1337,736,19,736,"LITTLE SNAKE RIVER NEAR LILY, CO","LITTLE SNAKE RIVER NEAR LILY, CO",,5702,40.54858,-108.42426,UC,9,,3,1.405E+11,0,0,6,,09260000,,,,9,736,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1338,737,19,737,"DUCHESNE RIVER NEAR RANDLETT, UT","DUCHESNE RIVER NEAR RANDLETT, UT",,4757,40.21028,-109.78139,UC,9,,6,1.406E+11,0,0,44,,09302000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1339,738,19,738,"WHITE RIVER NEAR WATSON, UT","WHITE RIVER NEAR WATSON, UT",,5221,39.96666,-109.16667,UC,9,,6,1.405E+11,0,0,44,,09306500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1340,739,19,739,"GREEN RIVER AT GREEN RIVER, UT","GREEN RIVER AT GREEN RIVER, UT",,4057,38.98608,-110.15125,UC,9,,7,1.406E+11,0,0,44,,09315000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1341,740,19,740,"SAN RAFAEL RIVER NEAR GREEN RIVER, UT","SAN RAFAEL RIVER NEAR GREEN RIVER, UT",,4186,38.85,-110.36667,UC,9,,7,1.406E+11,0,0,44,,09328500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1342,741,19,741,"SAN JUAN RIVER NEAR ARCHULETA,NM","SAN JUAN RIVER NEAR ARCHULETA,NM",,5671,36.80139,-107.6975,UC,9,,16,1.40801E+11,0,0,31,,09355500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1343,742,19,742,"SAN JUAN RIVER NEAR BLUFF, UT","SAN JUAN RIVER NEAR BLUFF, UT",,4091,37.14695,-109.86484,UC,9,,14,1.40802E+11,0,0,44,,09379500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1344,743,19,743,"COLORADO RIVER AT LEES FERRY, AZ.","COLORADO RIVER AT LEES FERRY, AZ.",,3148,36.86667,-111.58333,UC,9,,0,1.407E+11,0,0,3,,09380000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1350,756,19,756,"EAST RIVER AT ALMONT, CO","EAST RIVER AT ALMONT, CO",,8024,38.66444,-106.8481,UC,9,,11,1.402E+11,0,0,6,,09112500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1351,757,19,757,"GUNNISON RIVER NEAR GUNNISON, CO","GUNNISON RIVER NEAR GUNNISON, CO",,7675,38.54194,-106.94977,UC,9,,11,1.402E+11,0,0,6,,09114500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1352,758,19,758,"LAKE FORK AT GATEVIEW, CO","LAKE FORK AT GATEVIEW, CO",,7843,38.29888,-107.23006,UC,9,,11,1.402E+11,0,0,6,,09124500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1358,764,19,764,"TAYLOR RIVER AT ALMONT, CO","TAYLOR RIVER AT ALMONT, CO",,8033,38.66444,-106.84472,UC,9,,11,1.402E+11,0,0,6,,09110000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1359,765,19,765,"TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO","TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO",,9611,38.3145,-107.3854,UC,9,,11,1.402E+11,0,0,6,,09109000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1360,766,19,766,"TOMICHI CREEK AT GUNNISON, CO","TOMICHI CREEK AT GUNNISON, CO",,7646,38.52111,-106.94096,UC,9,,11,1.402E+11,0,0,6,,09119000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1361,767,19,767,"GREEN RIVER NEAR JENSEN, UTAH","GREEN RIVER NEAR JENSEN, UTAH",,4765,40.40944,-109.2347,UC,9,,1,1.406E+11,0,0,44,,09261000,,,,9,767,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1362,768,19,768,"ANIMAS RIVER NEAR CEDAR HILL, N. MEX.","ANIMAS RIVER NEAR CEDAR HILL, N. MEX.",,5960,37.03656944,-107.8753333,UC,9,,15,1.40801E+11,0,0,6,,09363500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1364,770,19,770,"GUNNISON RIVER AT DELTA, CO.","GUNNISON RIVER AT DELTA, CO.",,6724,38.7531,-108.0778,UC,9,,11,1.402E+11,0,0,6,,09144250,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1365,771,19,771,"ANIMAS RIVER AT DURANGO, CO.","ANIMAS RIVER AT DURANGO, CO.",,6519,37.27917,-107.88034,UC,9,,15,1.40801E+11,0,0,6,,09361500,DRGC2,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1366,772,19,772,"SAN JUAN RIVER AT FARMINGTON, NM","SAN JUAN RIVER AT FARMINGTON, NM",,5241,36.72302,-108.22559,UC,9,,16,1.40801E+11,0,0,31,,09365000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1367,773,19,773,"SAN JUAN RIVER AT SHIPROCK, NM","SAN JUAN RIVER AT SHIPROCK, NM",,4894,36.77667,-108.68306,UC,9,,16,1.40801E+11,0,0,31,,09368000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1368,774,19,774,"UNCOMPAHGRE RIVER AT DELTA, CO.","UNCOMPAHGRE RIVER AT DELTA, CO.",,6749,38.7419,-108.0804,UC,9,,11,1.402E+11,0,0,6,,09149500,DLAC2,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1369,775,19,775,NEW FORK NEAR BIG PINEY,NEW FORK NEAR BIG PINEY,,6809,42.56717,-109.93015,UC,9,,1,1.40401E+11,0,0,50,,09205000,,,,9,37,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1370,776,19,776,GUNNISON RIVER BELOW GUNNISON TUNNEL,GUNNISON RIVER BELOW GUNNISON TUNNEL,,6527,38.52915,-107.64895,UC,9,,11,1.402E+11,0,0,6,,09128000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1371,777,19,777,GREEN RIVER ABOVE FONTENELLE (LA BARGE),GREEN RIVER ABOVE FONTENELLE (LA BARGE),,6532,42.19278,-110.1625,UC,9,,1,1.40401E+11,0,0,50,,09209400,,,,9,51,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1373,779,19,779,"UNCOMPAHGRE RIVER NEAR RIDGWAY, COLORADO","UNCOMPAHGRE RIVER NEAR RIDGWAY, COLORADO",,7523,38.18333,-107.73333,UC,9,,11,1.402E+11,0,0,6,,09146200,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1375,781,19,781,UNCOMPAHGRE RIVER BELOW RIDGEWAY RESERVOIR,UNCOMPAHGRE RIVER BELOW RIDGEWAY RESERVOIR,,6659,38.24056,-107.76031,UC,9,,11,1.402E+11,0,0,6,,09147025,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1376,783,19,783,"YAMPA RIVER AT DEERLODGE PARK, COLORADO","YAMPA RIVER AT DEERLODGE PARK, COLORADO",,5597,40.45167,-108.52444,UC,9,,3,1.405E+11,0,0,6,,09260050,YDLC2,,,9,783,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1377,784,19,784,"UNCOMPAHGRE RIVER AT COLONA, COLORADO","UNCOMPAHGRE RIVER AT COLONA, COLORADO",,6332,38.33138,-107.7795,UC,9,,11,1.402E+11,0,0,6,,09147500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1379,786,19,786,YAMPA RIVER - MAYBELL PLUS LILY,YAMPA RIVER - MAYBELL PLUS LILY,,6274,40.54234,-108.45368,UC,9,,0,1.405E+11,0,0,6,,,,,,0,783,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1381,788,19,788,BIG SANDY RIVER ABOVE BIG SANDY RESERVOIR NEAR FARSON,"BIG SANDY RIVER NEAR FARSON, WY",,6770,42.31689,-109.48569,UC,9,,1,1.40401E+11,0,0,50,,09213500,,,,9,788,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1382,789,19,789,"DOLORES RIVER AT DOLORES, COLORADO","DOLORES RIVER AT DOLORES, COLORADO",,6949,37.47249,-108.49759,UC,9,,10,1.403E+11,0,0,6,,09166500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1383,790,19,790,DOLORES RIVER BELOW RICO,DOLORES RIVER BELOW RICO,,8422.23,37.63888428,-108.0603517,UC,9,,10,1.403E+11,0,0,6,,09165000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1384,791,19,791,"FLORIDA RIVER ABOVE LEMON RESERVOIR, NR BAYFIELD, CO","FLORIDA RIVER ABOVE LEMON RESERVOIR, NR BAYFIELD, CO",,8160,37.4266667,-107.6744444,UC,9,,16,1.40801E+11,0,0,6,,09363001,,,,9,791,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1392,799,19,799,SAN JUAN RIVER AT PAGOSA SPRINGS,SAN JUAN  RIVER AT PAGOSA SPRINGS,,7047.53,37.26552778,-107.011,UC,9,,16,1.40801E+11,0,0,6,,09342500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1394,801,19,801,SAN JUAN RIVER AT FOUR CORNERS NEAR TOWAOC,"SAN JUAN RIVER AT FOUR CORNERS, NEW MEXICO",,4629,37.002,-109.02,UC,9,,16,1.40802E+11,0,0,6,,09371010,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1395,802,19,802,NORTH FORK GUNNISON RIVER NEAR SOMERSET,NORTH FORK GUNNISON RIVER NEAR SOMERSET,,6108,38.92582,-107.43422,UC,9,,11,1.402E+11,0,0,6,,09132500,SOMC2,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1420,827,19,827,"VALLECITO CREEK NEAR BAYFIELD, CO.","VALLECITO CREEK NEAR BAYFIELD, CO.",,7908.1,37.47750126,-107.5436688,UC,9,,16,1.40801E+11,0,0,6,,09352900,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1421,828,19,828,"LOS PINOS R ABV VALLECITO RES  NR BAYFIELD, CO.","LOS PINOS R ABV VALLECITO  NR BAYFIELD, CO.",,7740,37.4147242,-107.5133893,UC,9,,16,1.40801E+11,0,0,6,,09353500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1426,833,19,833,"ANIMAS RIVER AT SILVERTON, CO.","ANIMAS RIVER AT SILVERTON, CO.",,9292,37.81111,-107.65923,UC,9,,15,1.40801E+11,0,0,6,,09358000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1427,834,19,834,"CEMENT CREEK AT SILVERTON, CO","CEMENT CREEK AT SILVERTON, CO",,9527,37.81972,-107.66367,UC,9,,15,1.40801E+11,0,0,6,,09358550,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1430,837,19,837,"MINERAL CREEK AT SILVERTON, CO","MINERAL CREEK AT SILVERTON, CO",,9259,37.80277,-107.67284,UC,9,,15,1.40801E+11,0,0,6,,09359010,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1431,838,19,838,"ANIMAS RIVER BELOW SILVERTON, CO","ANIMAS RIVER BELOW SILVERTON, CO",,9200,37.78833,-107.66822,UC,9,,15,1.40801E+11,0,0,6,,09359020,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1433,840,19,840,ANIMAS RIVER AT TALL TIMBER RESORT NEAR ROCKWOOD,"ANIMAS RIVER ABOVE TACOMA, CO.",,7682,37.59741667,-107.7769667,UC,9,,15,1.40801E+11,0,0,6,,09359500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1436,843,19,843,"SAN JUAN RIVER AT BLOOMFIELD, NM","SAN JUAN RIVER AT BLOOMFIELD, NM",,5426,36.70001,-107.98673,UC,9,,16,1.40801E+11,0,0,31,,09357000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1439,846,19,846,"HERMOSA CREEK NEAR HERMOSA, CO.","HERMOSA CREEK NEAR HERMOSA, CO.",,6724,37.42194,-107.84507,UC,9,,15,1.40801E+11,0,0,6,,09361000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1452,859,19,859,"ANIMAS RIVER AT FARMINGTON, NM","ANIMAS RIVER AT FARMINGTON, NM",,5293,36.7225,-108.20175,UC,9,,15,1.40801E+11,0,0,31,,09364500,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1493,900,19,900,LAKE POWELL INFLOW (GREEN + COLORADO),LAKE POWELL INFLOW (GREEN + COLORADO),,3979,38.19113,-109.88756,UC,9,,0,1.406E+11,0,0,0,,09379504,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1498,907,19,907,"EAST FORK SAN JUAN RIVER NR PAGOSA SPRINGS,","EAST FORK SAN JUAN RIVER NR PAGOSA SPRINGS,",,7597.63,37.36889,-106.8925399,UC,9,,16,1.40801E+11,0,0,6,,09340000,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1499,908,19,908,"ROCK CREEK ABOVE SOUTH FORK NEAR HANNA, UTAH","ROCK CREEK ABOVE SOUTH FORK NEAR HANNA, UTAH",,7979,40.55745,-110.69794,UC,9,,6,1.406E+11,0,0,44,,09277800,,,,0,0,19,average flow,flow,flow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1562,726,20,726,PROVO RIVER NR HAILSTONE UTAH,PROVO RIVER NR HAILSTONE UTAH,,6224,40.60079,-111.33157,UC,9,,5,1.60202E+11,0,0,0,,10155000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1565,729,20,729,"GUNNISON RIVER NEAR GRAND JUNCTION, CO","GUNNISON RIVER NEAR GRAND JUNCTION, CO",,4647,38.98332,-108.45064,UC,9,,11,1.402E+11,0,0,6,,09152500,GJNC2,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1567,731,20,731,"COLORADO RIVER NEAR CISCO, UT","COLORADO RIVER NEAR CISCO, UT",,4119,38.81054,-109.29345,UC,9,,10,1.403E+11,0,0,44,,09180500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1569,733,20,733,"GREEN RIVER NEAR GREEN RIVER, WY","GREEN RIVER NEAR GREEN RIVER, WY",,6071,41.51635,-109.44902,UC,9,,1,1.40401E+11,0,0,50,,09217000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1570,734,20,734,"GREEN RIVER NEAR GREENDALE, UT","GREEN RIVER NEAR GREENDALE, UT",,5619,40.90833,-109.42222,UC,9,,1,1.40401E+11,0,0,44,,09234500,,,,9,734,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1571,735,20,735,"YAMPA RIVER NEAR MAYBELL, CO","YAMPA RIVER NEAR MAYBELL, CO",,5916,40.50275,-108.03342,UC,9,,3,1.405E+11,0,0,6,,09251000,,,,9,735,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1572,737,20,737,"DUCHESNE RIVER NEAR RANDLETT, UT","DUCHESNE RIVER NEAR RANDLETT, UT",,4757,40.21028,-109.78139,UC,9,,6,1.406E+11,0,0,44,,09302000,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
1573,738,20,738,"WHITE RIVER NEAR WATSON, UT","WHITE RIVER NEAR WATSON, UT",,5221,39.96666,-109.16667,UC,9,,6,1.405E+11,0,0,44,,09306500,,,,0,0,20,volume of flow,flow volume,flow,1,acre-feet,acre-feet,non-instant,0,,,
